Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_10/Chiquet_10/Chiquet_9.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-06 16:21:48.949632
End Time,2021-10-06 16:22:37.164429
