,V23,V18,V41,V48,V39
V23,0.0,0.027878358235087775,0.020665858053091846,0.02014981605414634,0.020149816054146452
V18,0.027878358235087775,0.0,0.003002728785901243,0.002803326815183138,0.00280332681518336
V41,0.020665858053091846,0.003002728785901243,0.0,9.649352191165583e-06,9.649352191054561e-06
V48,0.02014981605414634,0.002803326815183138,9.649352191165583e-06,0.0,2.220446049250313e-16
V39,0.020149816054146452,0.00280332681518336,9.649352191054561e-06,2.220446049250313e-16,0.0
