Parameter Name,Value
File Processed,/u2/sua474/Dataset/Chiquet/Taxa_10/Chiquet_50/Chiquet_75.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,0.1
Is Iterative,False
Start Time,2021-10-06 17:52:21.341720
End Time,2021-10-06 17:52:30.565985
