,V8,V39,V9,V2,V4,V14
V8,0.0,0.0,0.0,0.0,0.0,0.0
V39,0.0,0.0,0.0,2.220446049250313e-16,0.0009593887620711339,0.0
V9,0.0,0.0,0.0,2.220446049250313e-16,0.0009593887620711339,0.0
V2,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.000959388762071578,0.0
V4,0.0,0.0009593887620711339,0.0009593887620711339,0.000959388762071578,0.0,0.0
V14,0.0,0.0,0.0,0.0,0.0,0.0
