,V14,V49,V28,V13
V14,0.0,0.48690106824606727,0.4890968423082278,0.41191888589228065
V49,0.48690106824606727,0.0,0.0003467813638275974,0.0
V28,0.4890968423082278,0.0003467813638275974,0.0,0.0
V13,0.41191888589228065,0.0,0.0,0.0
