,V1,V41,V29,V22,V3,V12,V26
V1,0.0,0.37780454038759814,0.0,0.3778045403875979,0.0,0.0,0.3335309746936974
V41,0.37780454038759814,0.0,0.36233461045975845,0.0,0.0,0.0,0.0
V29,0.0,0.36233461045975845,0.0,0.36233461045975857,0.49964379567040196,0.0,0.0
V22,0.3778045403875979,0.0,0.36233461045975857,0.0,0.0,0.0,0.0
V3,0.0,0.0,0.49964379567040196,0.0,0.0,0.0,0.0
V12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V26,0.3335309746936974,0.0,0.0,0.0,0.0,0.0,0.0
