V22,V12
114,1
1,2
1,3
1,62
2,281
8,342
1,0
0,0
31,2
0,0
0,1
1,1
7,0
2,1
371,1
156,58
0,1297
2,3
1,2
0,0
165,407
1,1
0,74
12,0
0,0
4,500
1,9
1,3
4,0
1,1
0,0
408,23
0,383
3,2
0,0
1,1
0,0
2,10
2,29
134,20
0,0
0,1
0,3
4,389
0,1
70,1
23,6
0,0
121,7
0,2
0,0
12,2
23,0
0,30
1624,1654
1,18
0,1
2,0
1,23
8,95
2,411
3,21
3,1
5,10
0,1
0,0
0,4
0,8
0,974
1,146
6,502
2,1
7,0
3,1
6,1
0,0
2,2
1,2
0,3
1,1
