"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
1.21011553855065,0,0.0668853484987083,0.194933878219053,0.0567132538900513,0,0.231088073116107,0,0,-0.0359157584064856,0,0,0,-0.114275008121629,0,0,-0.0330311570823307,0,0,-0.152558963036979,0,0.0116155431019283,0.0206973320830673,-0.102576669194127,0,0.0323814326044578,-0.265273395680505,-0.0998167949415063,-0.0394394563743417,0
0,1.18816709468525,0,0,0,0,0,0,-0.031345173724964,0.00384729670154965,0,0,0,-0.105314692196861,0,0.00647986026869186,0,0,-0.284299235736602,-0.235954647928489,0,-0.101365795072723,0,0.133405488256902,0,-0.0186557095968292,0.000946899759034775,0,0,-0.108598878557447
0.0668853484987083,0,1.23154660598444,-0.0397371398301041,0,0,0.136234102957349,-0.0816893793539398,0,0.00149248154131865,0,0,0,0,-0.22633504781876,0,0,0,0,-0.0633166843587332,0,-0.0553996042897192,-0.147393306674559,-0.0268314278838702,0.106117752121264,0.0111639025355722,0,-0.209909283629578,-0.254547589396155,0.157592073771847
0.194933878219053,0,-0.0397371398301041,1.07173500222101,0,0,0,0.00393971191536106,0,0,-0.0592135902822736,-0.0289785960465093,0,0,0,-0.0175630280819346,-0.106193570378395,0,0,0,0,0,0,-0.0196988756028369,-0.110642319376628,0.0509155015390838,0,-0.0406656260849567,-0.0146886984641185,-0.0659392831125632
0.0567132538900513,0,0,0,1.19222860752021,-0.0810320719344296,0.189060117629629,0,-0.0169612182012944,-0.183607625707377,-0.099419926526165,-0.218620285528025,0,0,0,0,0,-0.171461075561104,0.076778761857972,0,0,0,-0.0374257359416731,0,-0.0647988514847355,-0.117305884899913,-0.117349281587892,0,0,0
0,0,0,0,-0.0810320719344296,1.66053794395792,0,-0.156499370360839,-0.238945080137782,0,0,-0.180502926469813,-0.348851895507356,-0.00935235738649121,0,0,0.0629686779439921,-0.158892137319487,-0.111493593824861,-0.295785588127515,0,0.0185721465129223,-0.0777049235277721,0,-0.107038898289259,-0.0685495145864342,0,0.141565390741022,-0.292845490284397,-0.139677553793988
0.231088073116107,0,0.136234102957349,0,0.189060117629629,0,1.22591632366065,0,0,-0.243558870226427,0,0,0,0,-0.152261709151371,0.0537202261352314,-0.232096680383658,0,-0.0667861311065795,0.0196152135454832,0,0,0,0,-0.172685532678383,0,-0.0314708812921261,0,0,0
0,0,-0.0816893793539398,0.00393971191536106,0,-0.156499370360839,0,1.14972857675557,-0.2015827934906,0.0377572423743144,0.0260518384791992,-0.205106468749456,0,0,0.0409970851544483,0,0,0,0,0,-0.045090375748017,0.128771576243117,0.0146306716647303,0,0,0.010848783199591,0,0.022582414952516,0,0
0,-0.031345173724964,0,0,-0.0169612182012944,-0.238945080137782,0,-0.2015827934906,1.28837803784292,-0.175325092752191,-0.00573449885928985,-0.0423787668056743,0,-0.206339949675456,-0.111250804825207,0.0271518893927066,0,0,-0.0540738753812458,0,-0.126445138187045,0,-0.0287544880877604,0,0,-0.227163850509386,-0.0199204767597473,0,-0.0420913451570839,0
-0.0359157584064856,0.00384729670154965,0.00149248154131865,0,-0.183607625707377,0,-0.243558870226427,0.0377572423743144,-0.175325092752191,1.16821412538562,-0.0510443037778684,0,0,0,0,-0.057857664548432,0,0,0.102810511121758,0,0,0,0,0,-0.213435669139409,0,0.0643422799965697,0,0,0
