,V44,V20,V5,V13
V44,0.0,0.4839204233247735,0.0,0.4304810664858567
V20,0.4839204233247735,0.0,0.31866824631874835,0.0
V5,0.0,0.31866824631874835,0.0,0.0
V13,0.4304810664858567,0.0,0.0,0.0
