V3,V6
1,0
0,0
8,4
0,0
0,0
0,0
0,0
4774,226
0,0
0,1
4,8
245,0
0,0
0,0
3992,196
1,0
0,8
0,0
5000,0
0,0
1318,0
0,0
244,0
0,0
0,0
5000,0
4951,7
0,0
3877,5
0,0
