,V25,V30,V24,V37,V38,V9
V25,0.0,0.47409557920181067,0.3568753739493964,0.49476999439624103,0.2713790244278296,0.0
V30,0.47409557920181067,0.0,0.32764284272197886,0.4306080712874094,0.0,0.44256303133747044
V24,0.3568753739493964,0.32764284272197886,0.0,0.38042497498898364,0.3387819057939221,0.0
V37,0.49476999439624103,0.4306080712874094,0.38042497498898364,0.0,0.0,0.383883739687506
V38,0.2713790244278296,0.0,0.3387819057939221,0.0,0.0,0.0
V9,0.0,0.44256303133747044,0.0,0.383883739687506,0.0,0.0
