Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet/Chiquet_50/Chiquet_15.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 19:57:51.040562
End Time,2021-08-04 19:58:35.650652
