,V37,V24,V30,V25,V9
V37,0.0,0.3843613700834666,0.39553840889295977,0.0,0.3945783908366566
V24,0.3843613700834666,0.0,0.3702613846331081,0.0,0.3686629299637879
V30,0.39553840889295977,0.3702613846331081,0.0,0.0,0.0
V25,0.0,0.0,0.0,0.0,0.0
V9,0.3945783908366566,0.3686629299637879,0.0,0.0,0.0
