V4,V10
2,0
15,6
0,0
573,0
0,0
100,543
0,0
0,0
4198,540
171,197
7,0
0,0
4,2
0,0
0,0
0,0
0,0
0,0
0,95
1,35
0,54
0,0
0,0
0,0
0,0
122,2
0,0
0,0
0,0
0,0
