,V30,V37,V24,V9,V25
V30,0.0,0.02303382856849756,0.027923440159152713,0.04968323774324013,0.049710491802792744
V37,0.02303382856849756,0.0,0.03437840139944015,0.0714098152624375,0.056464804239960587
V24,0.027923440159152713,0.03437840139944015,0.0,0.05022713596289341,0.04124549234813302
V9,0.04968323774324013,0.0714098152624375,0.05022713596289341,0.0,0.08122673973240968
V25,0.049710491802792744,0.056464804239960587,0.04124549234813302,0.08122673973240968,0.0
