V1
5
5
1
176
7
1
151
0
2
3
9
38
58
92
1
1
1
0
0
90
0
29
0
2
0
3
17
28
3
52
0
0
3
134
0
1
0
2
0
2
0
1
0
5
216
1
30
9
2
0
1014
2
1
0
26
0
1
303
3
0
992
0
0
0
1
11
6
1
60
2
715
3
1
2
1
0
2
0
2
4
