,V5,V6,V48,V17
V5,0.0,0.0007093185408123537,0.004199506620021998,0.003483432121058727
V6,0.0007093185408123537,0.0,0.0035774015980901686,0.002794154810460525
V48,0.004199506620021998,0.0035774015980901686,0.0,0.006952602214518433
V17,0.003483432121058727,0.002794154810460525,0.006952602214518433,0.0
