,V29,V8,V47,V36
V29,0.0,0.31483343706132083,0.3150490202702291,0.3655294478195853
V8,0.31483343706132083,0.0,1.5814510355705025e-06,0.0
V47,0.3150490202702291,1.5814510355705025e-06,0.0,0.0
V36,0.3655294478195853,0.0,0.0,0.0
