V2,V13
535,0
4,0
5,1
1543,1
22,0
217,2
1,0
0,6
355,1
2993,1115
9,0
59,0
30,1
726,0
6,0
5,0
5,0
1,0
6,0
27,0
0,0
250,0
2,1
8,0
59,0
4,1
7,0
29,0
4,1
5,0
0,0
2,0
5,1
1,0
4,0
101,0
12,1
270,0
2712,2
19,0
1,0
255,0
3,0
9,0
2,1
4,0
10,0
194,1
93,0
2,0
4,1
5,1
1,1
2,2
1,2
222,0
36,0
98,1
108,0
110,0
632,0
1,0
252,0
0,0
118,290
0,0
12,0
22,0
19,1
2,0
2,1
8,1
0,0
0,1
123,1
1,0
900,1
55,0
4,0
9,1
