"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,0,0,0
0,0,0,0.11462960438569,0.0989052281374921,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.11462960438569,0,0,0,0.113179932069499,0,0,0,0
0,0.0989052281374921,0,0,0,0,0,0,0,0
0,0,0,0.113179932069499,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
