V8,V14
8,2
32,0
1,21
4,0
181,0
133,5
0,0
21,4
10,402
3,1
3,2
0,0
4,2
642,0
4,8
3,22
949,6
0,195
0,7
0,1
12,117
0,17
3,122
75,0
0,20
1,23
2,38
43,0
2,1
3,13
2,1
0,1
65,0
22,0
6,2
0,0
0,2
189,1
0,101
12,3
15,1
12,2
2,0
1,0
40,0
419,1
1,7
7,3
152,435
3,1
0,313
2,0
2,0
19,1
0,0
0,0
15,1
40,126
7,1
0,0
1627,1637
1,0
1,27
2,0
38,1
134,0
2,12
2,0
4,1
1,2
2,2
1,1
1,0
3,0
16,6
3,1
0,1
252,1
13,2
1,0
