,V16,V49,V47,V46
V16,0.0,4.440892098500626e-16,1.1102230246251565e-16,0.46655039100585693
V49,4.440892098500626e-16,0.0,1.1102230246251565e-16,0.46655039100585705
V47,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.46655039100585705
V46,0.46655039100585693,0.46655039100585705,0.46655039100585705,0.0
