,V17,V35,V33,V19,V40
V17,0.0,0.32566415221985845,0.0,0.32566415221985845,0.38429271478163496
V35,0.32566415221985845,0.0,0.0,0.0,0.0
V33,0.0,0.0,0.0,0.0,0.053781578558486975
V19,0.32566415221985845,0.0,0.0,0.0,0.0
V40,0.38429271478163496,0.0,0.053781578558486975,0.0,0.0
