,V9,V37,V13,V23,V20,V24,V30
V9,0.0,0.34529315808263383,0.417637047817322,0.3833136450248683,0.42283172355393506,0.4028532198716893,0.4988220465047811
V37,0.34529315808263383,0.0,0.3932460740616155,0.49439991935464966,0.43756459049044816,0.4263946827876698,0.4273925479146914
V13,0.417637047817322,0.3932460740616155,0.0,0.38411917096949355,0.0,0.0,0.0
V23,0.3833136450248683,0.49439991935464966,0.38411917096949355,0.0,0.0,0.0,0.0
V20,0.42283172355393506,0.43756459049044816,0.0,0.0,0.0,0.0,0.0
V24,0.4028532198716893,0.4263946827876698,0.0,0.0,0.0,0.0,0.0
V30,0.4988220465047811,0.4273925479146914,0.0,0.0,0.0,0.0,0.0
