"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
1.31598108294217,0,0,-0.28336697020984,0.0426783013233872,0,0,0,0,0,0,0.100395437470549,0.139160008284575,0,-0.0104565984941551,0,0,0,0,0.0840161368248158,-0.25089495404067,0,-0.00561406839566995,0,0,0,0.385379291327102,0.117016651263361,0,0.0050092212485821
0,1.10287127812465,0,0.115281144318141,0,-0.117274011373223,-0.0405340986378919,0,0,0.0166244089528621,0.0693629905220658,0,0.0786655140268595,0,0.0535938159645893,0.0230593087432007,0.0902233165770621,-0.0408722354000001,0,0,-0.0458128909658179,0,0.0313726910630474,0,-0.0542811521662076,0,0,0.074227358581587,0.191655507036955,0
0,0,1.08832360354636,-0.00523144680938387,0,0,0.0995009768469574,0.00446844868787291,0,0.00523419645140056,0,0.00543421759926485,0.0268640449088857,0,0,0.189194820476684,-0.156477977055667,-0.0421105318986281,-0.0674323895011118,-0.0244445379756873,0,0,0,0,0.0439830233815333,-0.121539708969626,0,0,0,0
-0.28336697020984,0.115281144318141,-0.00523144680938387,1.23438005014442,0,0.100597268770297,0,0,-0.128513075284776,0,0.0527913793460819,0.110874106095234,0,0,0,-0.172738117916956,0,0,-0.032120649764846,0,-0.00126527694079293,0.0700903201131998,0,0.248115820673364,0,-0.000339598195550215,0,0,-0.11028283566349,0
0.0426783013233872,0,0,0,1.13989207560933,0.0738550150668772,0,0,-0.334655735996292,0,0,0,0,0,0.0492358374270348,0,-0.0255034121420469,0,0,-0.00502949633313799,0,0.0888215056413584,0,-0.00204471740598521,0.0529936441130451,0,0,0,-0.145328998513726,-0.0706648198961084
0,-0.117274011373223,0,0.100597268770297,0.0738550150668772,1.47621774711817,-0.148151231784846,0.0394036377007429,0,0,0.0106545417823411,-0.00710405883107773,0,0,0,0,0,0.102367861020626,-0.334999630061333,-0.102606231066206,-0.219675810441759,-0.178874686871947,0,-0.0478858393070889,0,0,-0.298697830482806,0,-0.475862399302194,0.0125986551557971
0,-0.0405340986378919,0.0995009768469574,0,0,-0.148151231784846,1.22530391182725,0,-0.143394425253704,0,0.0114070732531623,-0.16152861906399,0,0.234428262948672,0,0,0,0.0362482089066997,0.0023814960345584,0,0.114667086785171,-0.152537414083463,0.254797623723713,0,0,0,0,0,0.0162393060648093,0.07470951640515
0,0,0.00446844868787291,0,0,0.0394036377007429,0,1.19362603941261,-0.00341517667477815,-0.0809585959381532,0.0323568666225856,0,0,-0.198261758309532,0,-0.225910096404579,-0.0748586331862427,0,0,0.228288407549068,0.0786146414441966,0,0,0,-0.026673364497456,0,0,-0.0662772537902158,0,0
0,0,0,-0.128513075284776,-0.334655735996292,0,-0.143394425253704,-0.00341517667477815,1.3149132801841,-0.129163962834746,0,0,-0.0164339059917674,0,0,-0.11773177434844,-0.23851670324797,0,0,-0.151081095320251,-0.00859543563071124,-0.129317928392467,0,-0.16004249783391,0,-0.12206475046146,0,0,-0.0855086401484676,-0.0685292019541501
0,0.0166244089528621,0.00523419645140056,0,0,0,0,-0.0809585959381532,-0.129163962834746,1.19600097661455,-0.102880328573946,0.167057458328621,-0.134459743653856,-0.0396742572966198,-0.158737767446949,-0.0368304360734418,0.0618188922263994,0,-0.193282569960615,0,0,-0.158305710826134,0,-0.016697405347629,0,0,0.0957995799916547,0,-0.00186235993105591,0
0,0.0693629905220658,0,0.0527913793460819,0,0.0106545417823411,0.0114070732531623,0.0323568666225856,0,-0.102880328573946,1.18360423745831,0.0485843670043126,0,0.104005435473936,-0.0906221616750907,0.151492554001088,0,0.039311676427285,0,-0.0905950612160916,0,0,0.335150785169492,0.0325203560048403,0.0428570590811853,0,0,-0.0247455425349183,0,-0.076412106952288
0.100395437470549,0,0.00543421759926485,0.110874106095234,0,-0.00710405883107773,-0.16152861906399,0,0,0.167057458328621,0.0485843670043126,1.11851580753325,-0.00018259234573015,0,0.0844189696284011,0,-0.0869231290636485,0.062503438157593,0,0,-0.0720043842597919,0,0.0243486069665248,0,0,0,0,0,0.013170260172926,0.0555568830918261
0.139160008284575,0.0786655140268595,0.0268640449088857,0,0,0,0,0,-0.0164339059917674,-0.134459743653856,0,-0.00018259234573015,1.13298905833866,-0.147097601710838,0,0,0,-0.00761748882584841,0,0,0.0746953321627676,0.0236151211989059,0,-0.0843833959900223,-0.00431220514292671,0.114746153369721,-0.0412156084757009,-0.00415772102589143,-0.116796100371943,0
0,0,0,0,0,0,0.234428262948672,-0.198261758309532,0,-0.0396742572966198,0.104005435473936,0,-0.147097601710838,1.44965681555507,0,-0.129660617354563,0,0.118246620802029,0,0.0293303915265549,0.028185781940951,0,-0.0237468547095553,0,0,-0.207740891289689,0.0212310383338403,-0.170509503702328,-0.36425542057273,-0.215553548032216
