,V25,V24,V9,V13,V30,V20,V37
V25,0.0,0.1795002452563771,0.396604010884157,0.333450334428936,0.0,0.4250569177747435,0.0
V24,0.1795002452563771,0.0,0.4550650875309029,0.4184580519649158,0.0,0.0,0.0
V9,0.396604010884157,0.4550650875309029,0.0,0.0,0.46817886000578124,0.0,0.0
V13,0.333450334428936,0.4184580519649158,0.0,0.0,0.0,0.0,0.0
V30,0.0,0.0,0.46817886000578124,0.0,0.0,0.0,0.0
V20,0.4250569177747435,0.0,0.0,0.0,0.0,0.0,0.0
V37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
