,V43,V24,V25,V30,V33
V43,0.0,0.42264973081037427,0.42264973081037427,0.42264973081037427,0.0
V24,0.42264973081037427,0.0,0.0,0.0,0.0
V25,0.42264973081037427,0.0,0.0,0.0,0.0
V30,0.42264973081037427,0.0,0.0,0.0,0.0
V33,0.0,0.0,0.0,0.0,0.0
