,V15,V8,V18,V38
V15,0.0,0.49355598559804226,0.0,0.0
V8,0.49355598559804226,0.0,0.06845798678317272,0.0
V18,0.0,0.06845798678317272,0.0,0.0
V38,0.0,0.0,0.0,0.0
