,V5,V40,V28,V7,V49,V46,V36
V5,0.0,0.2073921612452243,0.2073921612452243,0.26064207473861545,0.20739216124522386,0.0,0.0
V40,0.2073921612452243,0.0,0.0,0.025539967606790226,4.440892098500626e-16,0.0,0.0
V28,0.2073921612452243,0.0,0.0,0.025539967606790226,4.440892098500626e-16,0.0,0.0
V7,0.26064207473861545,0.025539967606790226,0.025539967606790226,0.0,0.025539967606789893,0.0,0.0
V49,0.20739216124522386,4.440892098500626e-16,4.440892098500626e-16,0.025539967606789893,0.0,0.0,0.0
V46,0.0,0.0,0.0,0.0,0.0,0.0,0.3834412202290105
V36,0.0,0.0,0.0,0.0,0.0,0.3834412202290105,0.0
