,V2,V38,V6,V28
V2,0.0,0.0009317721721584515,0.00032134709528586214,0.1775149403193267
V38,0.0009317721721584515,0.0,0.0003120287142370781,0.18177272370800746
V6,0.00032134709528586214,0.0003120287142370781,0.0,0.1748630029929652
V28,0.1775149403193267,0.18177272370800746,0.1748630029929652,0.0
