Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet/Chiquet_10/Chiquet_85.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 18:58:55.574064
End Time,2021-08-04 19:01:56.373785
