,V44,V42,V45,V22,V12
V44,0.0,0.4760239421737754,0.0,0.0,0.0
V42,0.4760239421737754,0.0,0.0018558912102487612,0.0,0.0
V45,0.0,0.0018558912102487612,0.0,0.0,0.0
V22,0.0,0.0,0.0,0.0,1.740038231168306e-05
V12,0.0,0.0,0.0,1.740038231168306e-05,0.0
