,V44,V37,V26,V36,V38,V17
V44,0.0,0.0,0.4999999999999999,0.0,0.0,0.0
V37,0.0,0.0,0.0,0.0,0.0,0.0
V26,0.4999999999999999,0.0,0.0,0.0,0.0,0.0
V36,0.0,0.0,0.0,0.0,0.0,0.0
V38,0.0,0.0,0.0,0.0,0.0,0.00017765484989695768
V17,0.0,0.0,0.0,0.0,0.00017765484989695768,0.0
