,V13,V9,V30,V37,V24,V25
V13,0.0,0.4569428712374388,0.35996816296594836,0.31935331190482474,0.42191218623358384,0.40409543835711326
V9,0.4569428712374388,0.0,0.38225095904314543,0.2334116794608564,0.3203585402090321,0.2732446093201203
V30,0.35996816296594836,0.38225095904314543,0.0,0.28915841093969974,0.41804870120870985,0.3932778064057839
V37,0.31935331190482474,0.2334116794608564,0.28915841093969974,0.0,0.24324477060211103,0.3721921246675336
V24,0.42191218623358384,0.3203585402090321,0.41804870120870985,0.24324477060211103,0.0,0.4741142743171407
V25,0.40409543835711326,0.2732446093201203,0.3932778064057839,0.3721921246675336,0.4741142743171407,0.0
