Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet/Chiquet_10/Chiquet_62.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 17:46:35.697720
End Time,2021-08-04 17:50:10.916876
