"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
1.76043960093691,0,-0.32517611549339,0,0,-0.00612204486990592,0,-0.859398261196183,-0.00613898170800878,-0.198289550350862,-0.0481466930798507,0,0,0,0.15228713260031,0,0,0.141456772347259,0,-0.00614675354746683,0.112642198096326,0,0.198675723441098,-0.0967583896267597,-0.139737190335854,0,0,0,0,-0.106005788260028
0,7.22830085009865,0,-0.0790484814431504,-0.0548904191410048,-1.22358866827443,-0.199931544219792,-0.336017901090844,-1.22360936110908,0,0,-0.01337265664831,0,-0.181718684104773,0,-0.113713537063272,-0.0468755119998101,0,0,-1.2233470135794,0,-0.0945964793708516,0,0,-0.27647850759757,-0.0359680375442618,0,-2.13249134669537,-0.284028663469845,0
-0.32517611549339,0,1.40279526499398,0,0,-0.0792187949031915,0,0,-0.0792191246929918,0.0967627693328394,0,0.068394622660687,0.120242979498023,0,0.010472538908897,-0.173619910966741,0,-0.337446641945681,0,-0.0791882776076488,0.0516002464748702,0,-0.187945565256708,0.00854370424425675,0,-0.104137172668014,0,0,0,0
0,-0.0790484814431504,0,3.81083316474071,0,0,0,0,0,0,-0.710179262658226,0,0,0,0,0,0,0,0,0,-0.0845321169480374,0,0,-0.23830101746499,0,-0.442592911617428,-1.28204816009928,-1.03671279066728,0,0
0,-0.0548904191410048,0,0,2.27351938162439,-0.0958914076318441,0,0,-0.0959446749311903,-0.794259890271207,0,0,0,-0.0765136797457231,0,0,0,-0.635226884166874,0,-0.0959072531681532,0,0,-0.0824189650759013,0,0,0,0,-0.0942300502838204,-0.0782423104899952,-0.140298658383887
-0.00612204486990592,-1.22358866827443,-0.0792187949031915,0,-0.0958914076318441,7.41714670068583,-0.231566408258039,-0.0940193678941537,-1.84437244403688,-0.0131937135680033,0,-0.0368717475642052,-0.0898255574760427,-0.279067279200787,0,0,0,-0.00893702000180045,-0.529960082281881,-1.84410105788606,0,0,-0.0653273993006105,0,-0.12896449914184,-0.0350750948430599,0,-0.806840074128358,-0.318501084749222,-0.0236731791346764
0,-0.199931544219792,0,0,0,-0.231566408258039,2.43223272922227,0,-0.231632836836946,0,0,0,0,0,0,0,0,0,0,-0.231663378625837,-0.338598735137518,-0.702897469227332,-0.470298582437382,0,0,0,0,-0.0936785288118794,0,0
-0.859398261196183,-0.336017901090844,0,0,0,-0.0940193678941537,0,3.18891660540767,-0.0940486060368694,-0.338440501466266,0,-0.531913293738638,0,0,0,0,0,0,0,-0.0940232189751608,0,0,0,-0.719451149634037,-0.248867621998011,0,0,-0.143655303559742,0,0.0718445173606639
-0.00613898170800878,-1.22360936110908,-0.0792191246929918,0,-0.0959446749311903,-1.84437244403688,-0.231632836836946,-0.0940486060368694,7.41716963625114,-0.0131582808997537,0,-0.0368467252405151,-0.0897936351464528,-0.279041768525211,0,0,0,-0.00892681620562725,-0.529934723798959,-1.84417067699861,0,0,-0.0653179383855608,0,-0.128955510144423,-0.035064702408298,0,-0.806882445162845,-0.318526239474411,-0.0236572785128729
-0.198289550350862,0,0.0967627693328394,0,-0.794259890271207,-0.0131937135680033,0,-0.338440501466266,-0.0131582808997537,2.52994936857313,0.0161228894876376,0,0,0,0,0,0,-0.152171344294799,0,-0.0132308786759043,0,0,-0.0565210294216371,-0.511033468675285,-0.421075058157977,0,0,0,0,-0.261134582879223
-0.0481466930798507,0,0,-0.710179262658226,0,0,0,0,0,0.0161228894876376,2.04365358426938,0.160720884865455,-0.0761468650426607,0,0.193522772667637,-0.214521083545119,0,0.0986776053210511,0,0,0.276772961419481,0,0,0,0,-0.521668470789509,-0.440281510493589,-0.175299141393353,0,0
0,-0.01337265664831,0.068394622660687,0,0,-0.0368717475642052,0,-0.531913293738638,-0.0368467252405151,0,0.160720884865455,2.63295906882932,0,0,-1.20454137926102,-0.230116507291004,0,0,-0.0482931128900443,-0.036905964195274,0,0,0.0358066831855193,-0.374307115230975,-0.177894843112895,0,-0.111110493059906,0,0,0
0,0,0.120242979498023,0,0,-0.0898255574760427,0,0,-0.0897936351464528,0,-0.0761468650426607,0,1.63953685516076,0,0.0456253707805947,0,0,-0.223904057710719,0,-0.0898823885764914,0.0612163268022867,-0.736853177932198,0,0,0,0,0,0,0,-0.237634120729761
0,-0.181718684104773,0,0,-0.0765136797457231,-0.279067279200787,0,0,-0.279041768525211,0,0,0,0,5.52729859754438,0,0,-0.00720381429032638,0,0,-0.279304473652961,-0.303631498200937,-0.0331888158942467,0,0,0,-0.382658187207789,0,0,-3.63155690655924,0
0.15228713260031,0,0.010472538908897,0,0,0,0,0,0,0,0.193522772667637,-1.20454137926102,0.0456253707805947,0,3.02468905272304,-0.276426091414923,-0.761024088767175,0.0333881226580761,-1.13268465752096,0,0.0402832818326509,0,0.294029047233054,0.27011380677662,0,0,-0.214982104133385,0,0,0
0,-0.113713537063272,-0.173619910966741,0,0,0,0,0,0,0,-0.214521083545119,-0.230116507291004,0,0,-0.276426091414923,1.68535195077679,0.0176792929616067,0,0,0,0.035929692418737,0,-0.392787746991453,0,0,-0.30956334330213,0,0,0,0.330563227880576
0,-0.0468755119998101,0,0,0,0,0,0,0,0,0,0,0,-0.00720381429032638,-0.761024088767175,0.0176792929616067,1.60741948333407,0,0,0,0,0,0.0635120922446316,0,0,0,-0.311701231065918,0,-0.0217589519565294,0
0.141456772347259,0,-0.337446641945681,0,-0.635226884166874,-0.00893702000180045,0,0,-0.00892681620562725,-0.152171344294799,0.0986776053210511,0,-0.223904057710719,0,0.0333881226580761,0,0,1.65319161098826,0,-0.00890873978444205,0.0775489784037841,-0.167885379673492,-0.12328487727941,0,0,0,0,0,0,0
0,0,0,0,0,-0.529960082281881,0,0,-0.529934723798959,0,0,-0.0482931128900443,0,0,-1.13268465752096,0,0,0,3.26689803141288,-0.530021291644231,0,0,0,0,0,0,-0.189508579389277,0,0,-0.470945397433916
-0.00614675354746683,-1.2233470135794,-0.0791882776076488,0,-0.0959072531681532,-1.84410105788606,-0.231663378625837,-0.0940232189751608,-1.84417067699861,-0.0132308786759043,0,-0.036905964195274,-0.0898823885764914,-0.279304473652961,0,0,0,-0.00890873978444205,-0.530021291644231,7.41751369142061,0,0,-0.0653031643566695,0,-0.128977148455542,-0.0350878302215949,0,-0.806949389635599,-0.318268714993245,-0.023640732743395
0.112642198096326,0,0.0516002464748702,-0.0845321169480374,0,0,-0.338598735137518,0,0,0,0.276772961419481,0,0.0612163268022867,-0.303631498200937,0.0402832818326509,0.035929692418737,0,0.0775489784037841,0,0,2.03728136806083,0,0,-0.418552601817971,0,-0.716293217962609,0,0,-0.256904582535673,0
0,-0.0945964793708516,0,0,0,0,-0.702897469227332,0,0,0,0,0,-0.736853177932198,-0.0331888158942467,0,0,0,-0.167885379673492,0,0,0,1.89750942782453,0.179003064058657,0,0,0,0,-0.0543998791016745,-0.0307015837788144,0.271885868835055
0.198675723441098,0,-0.187945565256708,0,-0.0824189650759013,-0.0653273993006105,-0.470298582437382,0,-0.0653179383855608,-0.0565210294216371,0,0.0358066831855193,0,0,0.294029047233054,-0.392787746991453,0.0635120922446316,-0.12328487727941,0,-0.0653031643566695,0,0.179003064058657,1.68300064365376,0.077236076409036,0.00342666207485075,-0.199596444176617,0,0,0,-0.36178687789904
-0.0967583896267597,0,0.00854370424425675,-0.23830101746499,0,0,0,-0.719451149634037,0,-0.511033468675285,0,-0.374307115230975,0,0,0.27011380677662,0,0,0,0,0,-0.418552601817971,0,0.077236076409036,2.41656655366786,-0.229240192311264,-0.0928928526331803,0,0,0,0.222554646500548
-0.139737190335854,-0.27647850759757,0,0,0,-0.12896449914184,0,-0.248867621998011,-0.128955510144423,-0.421075058157977,0,-0.177894843112895,0,0,0,0,0,0,0,-0.128977148455542,0,0,0.00342666207485075,-0.229240192311264,2.1001864556928,0,0,0,0,0
0,-0.0359680375442618,-0.104137172668014,-0.442592911617428,0,-0.0350750948430599,0,0,-0.035064702408298,0,-0.521668470789509,0,0,-0.382658187207789,0,-0.30956334330213,0,0,0,-0.0350878302215949,-0.716293217962609,0,-0.199596444176617,-0.0928928526331803,0,3.04403865343496,0,0,-0.430237171756286,0
0,0,0,-1.28204816009928,0,0,0,0,0,0,-0.440281510493589,-0.111110493059906,0,0,-0.214982104133385,0,-0.311701231065918,0,-0.189508579389277,0,0,0,0,0,0,0,3.39133212758842,-0.9007298217932,0,0
0,-2.13249134669537,0,-1.03671279066728,-0.0942300502838204,-0.806840074128358,-0.0936785288118794,-0.143655303559742,-0.806882445162845,0,-0.175299141393353,0,0,0,0,0,0,0,0,-0.806949389635599,0,-0.0543998791016745,0,0,0,0,-0.9007298217932,6.7850404179494,0,0
0,-0.284028663469845,0,0,-0.0782423104899952,-0.318501084749222,0,0,-0.318526239474411,0,0,0,0,-3.63155690655924,0,0,-0.0217589519565294,0,0,-0.318268714993245,-0.256904582535673,-0.0307015837788144,0,0,0,-0.430237171756286,0,0,5.71657871917297,0
-0.106005788260028,0,0,0,-0.140298658383887,-0.0236731791346764,0,0.0718445173606639,-0.0236572785128729,-0.261134582879223,0,0,-0.237634120729761,0,0,0.330563227880576,0,0,-0.470945397433916,-0.023640732743395,0,0.271885868835055,-0.36178687789904,0.222554646500548,0,0,0,0,0,1.47050458483574
