,V16,V4,V50,V49,V40,V7
V16,0.0,0.47467138926788743,0.48675907015031583,0.3531707053336023,0.0,0.0
V4,0.47467138926788743,0.0,0.005012562893380146,0.0,0.0,0.0
V50,0.48675907015031583,0.005012562893380146,0.0,0.0,0.0,0.0
V49,0.3531707053336023,0.0,0.0,0.0,0.4944089793713211,0.0
V40,0.0,0.0,0.0,0.4944089793713211,0.0,0.2031551924254792
V7,0.0,0.0,0.0,0.0,0.2031551924254792,0.0
