,V22,V19,V17,V36,V33
V22,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
V19,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16
V17,2.220446049250313e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,2.220446049250313e-16
V36,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
V33,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0
