V6,V2
0,0
0,3
0,0
0,0
0,0
0,0
0,0
10,3
1,5
0,0
0,0
4,0
0,0
0,0
0,541
0,0
0,1
0,0
407,1058
0,0
0,0
0,0
0,0
0,0
0,0
0,480
0,0
0,0
0,1
0,0
