Parameter Name,Value
File Processed,/u1/cec383/Fusion_Approach_Pipelines/Chiquet_100_Extra/Chiquet_97.csv
Block Indexes,[10]
Selection Method:,max
Discard Threshold:,5.0
Is Iterative,False
Start Time,2021-08-04 22:26:02.972636
End Time,2021-08-04 22:26:36.251598
