,V37,V23,V17,V41,V6,V50,V48
V37,0.0,0.0,0.0394447306529766,0.0,0.0,4.886652072078057e-05,0.001086917461875836
V23,0.0,0.0,0.0394447306529766,0.0,0.0,4.886652072078057e-05,0.001086917461875836
V17,0.0394447306529766,0.0394447306529766,0.0,0.0394447306529766,0.0394447306529766,0.040826830057380414,0.04678402931762682
V41,0.0,0.0,0.0394447306529766,0.0,0.0,4.886652072078057e-05,0.001086917461875836
V6,0.0,0.0,0.0394447306529766,0.0,0.0,4.886652072078057e-05,0.001086917461875836
V50,4.886652072078057e-05,4.886652072078057e-05,0.040826830057380414,4.886652072078057e-05,4.886652072078057e-05,0.0,0.0012893302211997026
V48,0.001086917461875836,0.001086917461875836,0.04678402931762682,0.001086917461875836,0.001086917461875836,0.0012893302211997026,0.0
