,V23,V3,V10,V47
V23,0.0,0.0,0.0,0.0
V3,0.0,0.0,2.220446049250313e-16,0.0
V10,0.0,2.220446049250313e-16,0.0,0.0
V47,0.0,0.0,0.0,0.0
