,V37,V9,V24,V13,V25,V30
V37,0.0,0.41818895019972413,0.4089986891469952,0.0,0.0,0.46290319607125185
V9,0.41818895019972413,0.0,0.0,0.4629426093458886,0.35738464743984777,0.0
V24,0.4089986891469952,0.0,0.0,0.0,0.4703327083832284,0.0
V13,0.0,0.4629426093458886,0.0,0.0,0.0,0.0
V25,0.0,0.35738464743984777,0.4703327083832284,0.0,0.0,0.0
V30,0.46290319607125185,0.0,0.0,0.0,0.0,0.0
