,V48,V18,V2,V40,V28,V27,V8
V48,0.0,0.28617387362644997,0.2861738736264502,0.2861738736264502,0.0,0.0,0.0
V18,0.28617387362644997,0.0,0.0,0.0,0.0,0.0,0.0
V2,0.2861738736264502,0.0,0.0,0.0,0.0,0.0,0.0
V40,0.2861738736264502,0.0,0.0,0.0,0.0,0.0,0.0
V28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
