,V8,V6,V14,V10,V5
V8,0.0,0.0020593426108731494,0.010965119426598391,0.0002683555222211531,0.00021828184461269995
V6,0.0020593426108731494,0.0,0.01404317030767721,0.0015206056208939556,0.0015370255883132566
V14,0.010965119426598391,0.01404317030767721,0.0,0.012231961292150872,0.01131830105801368
V10,0.0002683555222211531,0.0015206056208939556,0.012231961292150872,0.0,1.906534524764858e-05
V5,0.00021828184461269995,0.0015370255883132566,0.01131830105801368,1.906534524764858e-05,0.0
