V1
3
0
0
0
3
6
206
5
0
1
11
0
0
11
11
14
0
1
2
0
1
646
4
1
59
0
1
2
12
6
0
578
2
4
1014
31
0
0
0
0
5
176
2623
0
0
0
19
0
0
6
11
1
6
1
208
1
0
9
0
0
1
4
15
0
0
0
1
1
1256
67
378
4
0
3
1
2
928
0
543
25
