"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
1.16928624381121,0,0,0.0273877834529706,0,0.0578903076684889,0,0.140400722298846,0.0623922754681625,0.177621817265927,0,0.111848060159152,0,0.0156360742489873,0,0,0.0497322388107102,0,0,0,0,0,0,0.0136741865186296,-0.0390862793213965,0,0,0,0,-0.0550041800403932,0,0.0590220480448011,0,0,0,0,0,-0.0520544628422874,0.0336132403086428,0,0,0,0.0463907159531723,0,0,-0.0463243763475774,0,0,0.034219880823975,0,0,0,0,0,0.0397506392852248,0,0,0,-0.0095535967620909,0,0,-0.00991455419905064,-0.0437967170453958,0,0,0.0355016264103245,0,0,0,0,0,-0.0743587050688421,0,0.0777961592682017,0,0,-0.0424441257564012,-0.00678683150201314,0,0,0,0.128685057289897,0,-0.00366835302655356,0.0691726067306674,0.055209663211013,0,0,-0.0382086265127244,0,0.00272893704935785,-0.071682372227667,-0.0695097150850786,0,-0.0598768790177313,0,0,-0.0140592434195595,0,0.0754896520145446
0,1.18796802185276,0,0,0,0,0,0,0,0,-0.0286734782364967,-0.0267945031451295,-0.044503576562479,0,-0.175819383249253,0,0,0,0,0,0,0,0,-0.00549393666609819,0,0.0334862638903554,0,0,0,0,0,0,0,-0.220323903727043,0,0,0,0,-0.0623930300991384,-0.00790277728448028,0,-0.0483338920037956,0,0,0,-0.150282015180995,0,0,0,0,0,0.0510870540411338,0,0,0.00253284320567842,0,0,0,0,0,0,0,0,0,0.0860782805976295,-0.0383055429424193,0.0054305728755613,0,0.00183321737220392,0,0,0,0,0,0,0,0,0.207722578171422,-0.0189919295831281,0.039467677078917,0,0,-0.0735568249518026,0,0,0,-0.00364754673921468,0,0,0,0.0913396001620712,0,0.101344221932461,0,0,0,0.0100936970162079,0,0,0
0,0,1.41229578301434,0.0249733410559204,-0.0472132185599472,0,-0.0422348228248881,-0.0433747387306283,0,0,0.126960727605767,-0.102968784246331,0,0,0,0,0,0,0.0519274501992114,0,0,0.0541604105573202,0,0,-0.0962590958636673,0,-0.0201922485031597,-0.0489838476597002,-0.0663176424802929,-0.103681979665669,0,0,0,-0.112885954827218,0,-0.0229299636091383,0,-0.00793623990208911,0,0,0,-0.0141703738225549,0,0,0,0,-0.0708468965717335,0,0,0,0,0,0,0,0,-0.19334260315205,-0.017753836139683,0,0,-0.0188828157843204,-0.255881325261741,0,0,0.0153148043616291,0,0,-0.183550384448462,-0.132693900809312,0,0,0,0,0,-0.109785645626182,-0.126965314208044,0,0,0,0,-0.0238748711071534,0,0.133065470910075,-0.251036829735416,0,-0.0829520816803771,-0.0769787627772737,0.0126463081192175,0,0,0,0,0,-0.0474842166382975,0,0.109894306999721,0,0.00292005806498443,-0.134017608551027,0.0320205089325844,0
0.0273877834529706,0,0.0249733410559204,1.20222941148766,0,0,0,0,-0.147417342915285,0,-0.0557916808790856,0,0.048601020466134,-0.121546947556891,0,-0.0446796370883198,0,0.174845947378916,0,0,0,0,0.0333341377881817,0,0,-0.00931327494223319,0,-0.0281407077830293,0,0,-0.0831175179972992,-0.00256795169909179,0,0,-0.0355889895550149,0,0,0,-0.133768527351856,0,0,0,0,0,0,-0.00959987559624179,0,0,0,0,0.151032834965329,0,0,0,0,-0.119496047874012,0,0,-0.0106321882705338,0,-0.0101065127310987,0,0,0,-0.096539255622572,0,0,0,0,0,-0.055695965986697,0,0,0.00889926755667681,0,0,0,0,0,0,-0.0134049174909706,0,0.0896445378370632,0.0185779862966444,-0.0829913999295106,0,0,-0.000612400436918658,0,0,0,0,0,0.166794367575144,0,0.00253187372570905,0,0,-0.0517262580213836,0
0,0,-0.0472132185599472,0,1.12913043069224,0.0730192201014706,0,0.0162050057151468,0,0,0,0,0,0,0,0.0840931180201963,0,0,-0.0357171351886666,0,0,0,0,0.0093962674045461,0.00485067261023077,0,0,0,0,-0.0622589432762823,0,0,0,0,0,0,-0.132708436610731,0,0,0,-0.00285868415833485,0,0,0,0,-0.0334403612057858,0.0600022735820153,0,0,0,0.00799453783503429,0,0.0889866270037261,0,0,-0.0407847676367305,-0.0668802516226877,-0.0979818767193232,0.0215361167877706,0,-0.0312999708210845,0,0.0377966588264515,0,-0.078608521824565,0.062241893041832,0,0,0,0,0,0,0,0,-0.0716894508103049,0,0.117810375443017,0,0,-0.0153193033726898,0,-0.0329794515519264,0,-0.116037496143608,0.0580982775877387,0,0,-0.0327711102486403,0,0,0,0,0,-0.000434414531356003,0.0865490860207068,0.0682891773818497,0,0,-0.0271171331080999,0
0.0578903076684889,0,0,0,0.0730192201014706,1.21435513162514,0,0,0.0484628729719366,-0.0702787438934296,-0.0270246929433951,0,0,0,0,-0.128658879740551,0,-0.0255921484592941,0,0,0,0.12839118108597,0,-0.073918002902315,0,0,0,0,0,0,0,0,0,0,-0.200743201373015,0,0.0353752422462263,0,0,0,0,0,-0.0431728637115699,0,-0.0673975862639248,0,0.11402380690275,0.0163338703263398,-0.0340748499735019,0,0,0.0414788860184409,0.0636368940506525,0,0,-0.105777388906303,0,0,0,0,0.0626975261372792,0,0,0,0,0,0,0,0.00939802871025066,0.0726616510391009,0,0,0,0,0,0,0.0823873709581575,0,0,0,-0.14456114002792,0,0,0,-0.0544555111351219,-0.131191431927874,0,0,0,0,-0.111826362122624,0.0673397989776218,0.0325217587084453,0,0,0,-0.056005704024882,0.0431306797788295,0,0
0,0,-0.0422348228248881,0,0,0,1.13039411587266,0,0,0.092152578429599,0,-0.0369803382493292,0,0,0,0,-0.0935192809427274,0,0,0,0.0514222194537568,0,0,0,0,0,0,0.0633072349088612,-0.0335467437227415,0,0,0,0,0,0,0,0,0,-0.0180400354823433,0.0240709461362543,0,0,0,0.0169203315297994,0,0,0,0,-0.0110603440017116,0,0,0,0,-0.042461151291397,0.0414426993892721,0,0.0161333352981385,0,-0.146027840952301,0,0,0,-0.0462057555517324,0,0,0,0.105853147796438,-0.050583301130254,0,0,0,-0.0422053551055554,0,0,0,0,-0.00460652958711302,0,0,0,0,0,-0.0735390476230295,0,-0.116648469990808,0,0.112449599008094,0,0.0890152830876639,-0.0112719965380101,0,0,0,0,0,-0.147120742656103,0,0,0,0.0216084349303709
0.140400722298846,0,-0.0433747387306283,0,0.0162050057151468,0,0,1.37316291633644,0,0,0.0379308090419579,0,0,-0.0960363683169809,0,-0.0686622967200073,0,0,0,0,0,0,0,0,0,0,0.0905328077461631,0,0.00655494689784967,0,0,0.158383416227788,-0.0535191605690134,-0.0154349167780537,0,-0.0503306655151878,0,0,0,0.0921424941755681,0,0,0,0,0.031551354007254,0,-0.0432929605085988,0,-0.0319207239295682,0,-0.158578426615195,0,0,0,0,0,0,0.0160606575770544,0.0780939777230684,0.0776009439963197,-0.0162242267623238,0.0504082552300414,0,0,0,-0.120231118087079,0.0165344796830354,-0.118365576699101,0,0,-0.0844822091756143,0,-0.0851240166204208,0,0.0525381004988981,0,0,0.232514614510446,0,0,0,0.0308357273742939,0,0,0,-0.0551084891368994,0,0.110999995390362,0,0,0.187813667425452,0,-0.0274572944673453,0,0.025268695039259,-0.0665273190623244,0.128962807420948,0,0,0
0.0623922754681625,0,0,-0.147417342915285,0,0.0484628729719366,0,0,1.20785442566126,0,0.0458385985149829,0,0,-0.00654673655762159,0,-0.0168692852662198,-0.0766353588598601,0.0309583325273739,0,0,0,0,0,-0.135338299746563,0,-0.0347459084310572,0,0.0773753148913201,0,0,0,0,0,-0.0461927774939637,0,0,0,0.021308111748007,-0.0660924661984857,0,-0.0813503440823331,-0.0194392785046212,0,0,0,0,0,0,0,0,-0.0893176196988015,-0.0057792597493966,0,0,-0.0413905513282571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909673037881388,0,0.107864089430805,-0.101247566904047,0,-0.0842723843857756,0,0,0,0,0,0,0,0,0,0,0,0,0.102575824743865,0,0.0976460015612245,0.0932156504892603,-0.0117823384546338,0.0167800493242941,-0.0551560407679197,0.129290792303684,0,-0.160859933701959,0
0.177621817265927,0,0,0,0,-0.0702787438934296,0.092152578429599,0,0,1.15463351361195,0,0,0,0,-0.138528412393308,0.0806092323884178,0,0,0,0,0,0,0,-0.0483738011693186,0,-0.0633410873411386,0,-0.0176566532568258,-0.043750841642007,0,0,0,0,0,-0.0551871197287798,0,0,0,-0.00538798736374881,0,0,-0.0821943861131516,0,0,0,0,0,0,0,0.0339760301115627,0,0,0,0,-0.032390777780743,0,-0.0341898706481337,0,0,0,0,0,0,0,0,-0.028687194379146,0,0,0,0,0,0,0,0,0,0,0.064223402305019,0,0,-0.0932778795923295,0,0,0,-0.0227088300189433,0,-0.0648044799438964,0,0,-0.0474151693144521,0,-0.156671113269407,0.0290834196109215,-0.010370531761441,0,0,0,0,0,0,0
0,-0.0286734782364967,0.126960727605767,-0.0557916808790856,0,-0.0270246929433951,0,0.0379308090419579,0.0458385985149829,0,1.37724742111274,0,0.0137735254830335,0,-0.0677648888950237,0,-0.126219067085584,-0.0381400434044648,0,0,-0.163989426089497,0.100496117316657,0,0,0,0.00640403423189246,0,0,0,0,0.029179449713354,0,0.06249200835417,0,0,0,0.0205619006985218,0,0,0,0,0,-0.132996716554218,0,-0.113801279591948,0,0,0,0,0,0.0453280637665915,0.127780573092638,-0.0524705477373303,0,0.0800924906325506,0,-0.0725307112731803,0,0,-0.0796701275559892,0,0,-0.0590319434792894,0,0,0.0214116973424948,-0.0634273493349432,0.0472068602526065,0,0,0,-0.09607787365295,0,0,0,0,-0.122430395840966,0,-0.146298082957931,0.00188252647606764,0.0197945252500329,0.0199428763267414,0,0.0925359967792739,-0.303709910379451,0.0233911538903215,0,0.0667532036479289,0,0,0,-0.0525078596267081,0.0122963361076227,0.00408338416415727,0,0.0228159228082007,0,0,0,-0.161462856541459
0.111848060159152,-0.0267945031451295,-0.102968784246331,0,0,0,-0.0369803382493292,0,0,0,0,1.15974471108557,0.0821720918289088,0,-0.0614916049892487,0,0,-0.0204189661370002,0,0,-0.0105996196775649,0,0,0,0,0,-0.0419377647326692,0,0,0,0,0,0,0,-0.140469465616039,0,0,0,-0.114631375340285,-0.0938537083994416,0,0.0243874754991447,0,0,0.021676713086479,-0.00741436067836572,0,-0.0118292535220963,-0.0242225322848037,0.119461257557117,0,0,0,0,0.0208656667259347,0,0,0,0,-0.0301412677055664,0.0304107158046167,0.00380605262690929,0,0,0.134608806932292,-0.0404808885220977,0,0,0.0868510220827651,0,-0.00884413459077049,-0.0503088567101267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040809224114968,0,0,-0.0179925203584246,0,0,-0.196621035682432,0
0,-0.044503576562479,0,0.048601020466134,0,0,0,0,0,0,0.0137735254830335,0.0821720918289088,1.13213047899729,0,-0.139448084997168,0,0,-0.0356378005290189,0,0,0,-0.0111858876161394,0,0,0,0,0,0,0,-0.151947915207249,0,0,0,0.00902893380040398,0,0,0,0,0,0,0.185328079171815,0,-0.040667357409131,0,0,0,0,0,-0.0291322266958908,0,0,-0.00988928902154681,-0.0453125000266186,-0.00123981027012275,0,0,0.0357134206738225,0,0,0,0,0,0.0307628300113486,-0.0413739536129827,0,0,0,0,0,0,-0.0108347948852515,0.0651365875271843,0,-0.0516505582404655,0,0,0,0,0,-0.0173590122587275,-0.02100937524906,0,0,0,0,0,-0.0974915027782021,0,0.0247189158317648,-0.0400704927171736,0,0,0,0,-0.11322354808007,0,0,0,0.028608391054547,-0.0719638295669259
0.0156360742489873,0,0,-0.121546947556891,0,0,0,-0.0960363683169809,-0.00654673655762159,0,0,0,0,1.11782552585008,-0.091113012961227,0,-0.00982077689226417,0,0,0,0.078993909368383,0,0.0306638660538708,0,0,0,0,0,0.059308561514949,0,0,0,0,0,-0.0671052767292269,-0.0148012463282971,-0.0227154247846949,0,-0.0682627584815357,0,0,0,0,0,0,-0.0281795876494682,0,0,0.0152336856523239,0,0,-0.146071131903512,0,0,0,-0.050074124197917,0,0,0,0,-0.0304343199207213,0,0,0,0,-0.0607952255038379,0,0,-0.0964701271357202,0,0,-0.014447190745225,0,0,0,0,0,-0.0693136463718818,0,0,0,-0.0822638712812157,-0.0627186054647953,0.0117699721957121,0,0,-0.0103944507355569,-0.0690913907432877,0,-0.0104156143048692,0,0.014549307997525,0,0,0,0,0,0,0,0.0172057756541188
0,-0.175819383249253,0,0,0,0,0,0,0,-0.138528412393308,-0.0677648888950237,-0.0614916049892487,-0.139448084997168,-0.091113012961227,1.33751049718842,0,0,0,0,0,0.0910443051401337,0,0.0767435462471704,0,0,0,-0.0248906949329898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202663226813879,-0.212408574642464,-0.0391604567083849,0.0296197536513538,0,0,0,-0.122304192389207,0,0,0,0,0,0,0,-0.0727509566348496,0,-0.115406966771045,0.0837890210693745,0,0,0,-0.139617073374712,0,0.0153045306254611,0.070824540163805,0.0823556562990091,0,0,0,-0.00871068610646216,0,-0.100295792279277,0,0,0,-0.0651334248703325,0,-0.0750314961658667,-0.0540872662119065,0,0,0,0,0,0,0.266265159395058,0,0,0,0,0,-0.0990926486029659,0.142520113196585,0,0,0,-0.0416582068143398,0,0
0,0,0,-0.0446796370883198,0.0840931180201963,-0.128658879740551,0,-0.0686622967200073,-0.0168692852662198,0.0806092323884178,0,0,0,0,0,1.15408994178244,-0.0855740705586299,0,0,0,-0.0307703388549006,0,0,0,-0.0219918936289636,0.127093332679223,-0.0272560921747387,0,0.072424145170407,-0.0432703277941355,0,0,0,-0.120076529083708,0,0,0,0,0,0,0,0.0267634276980927,0,0.0101355183827051,0,0,-0.0196821057883466,0,0,0,0,0.104359658815288,0.026446855251404,0,0,0,0,0,0,-0.0889210135097012,0,0,-0.0633531317878602,0,0,0,0,-0.0592781801406066,0,0,-0.0280288880960052,0,0,0.0755164824383483,-0.0655010569107578,-0.0166113594502719,0,0,0,0,0,0.00728930219979448,0,0,-0.0152257213440017,0,0,0.109318112410197,0,0,0,0.0104729479765538,0,0,-0.0134483345552298,0,0,0,0,-0.0797934721199067
0.0497322388107102,0,0,0,0,0,-0.0935192809427274,0,-0.0766353588598601,0,-0.126219067085584,0,0,-0.00982077689226417,0,-0.0855740705586299,1.57484966929995,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196496331077157,0,0,0,-0.0308877212451468,0,0,0.0274400751776467,-0.0985684117726575,0,0.157331040625699,0,-0.011967915241023,0,0.118957917072676,0,0,0,-0.199515477021403,0,0,0,0.027252603180598,-0.0709448544910773,0,0.404451362128255,0,-0.0418558441198912,0,-0.0838005070368142,-0.190194783727395,-0.356390480195174,-0.0965869700788778,0,0,0,0.200817890596191,0.100703335696628,-0.00911213447850914,0,-0.0658303279171708,0,0,0.107081839674098,0,0,0,0.00440017902802045,0,0.120759885311182,0,-0.0364362905334605,-0.0559029844396015,0,0,0,-0.0680428641400136,0,0,-0.000649829571736307,0,0,0,0,0,0.141400102817048,0,0,0,0
