,V37,V13,V9,V24,V25,V30
V37,0.0,0.43262690027872097,0.47277843201903313,0.46006223326066553,0.31424807080445527,0.49311681573064514
V13,0.43262690027872097,0.0,0.35967385352118164,0.44550361931722915,0.0,0.0
V9,0.47277843201903313,0.35967385352118164,0.0,0.378300727214686,0.4465299517220557,0.0
V24,0.46006223326066553,0.44550361931722915,0.378300727214686,0.0,0.0,0.0
V25,0.31424807080445527,0.0,0.4465299517220557,0.0,0.0,0.0
V30,0.49311681573064514,0.0,0.0,0.0,0.0,0.0
